ORDERLINENUMBER,ORDERNUMBER,QUANTITYORDERED,Cost Per Unit,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Profit
6,10151,49,100,5413,21/09/2003,Shipped,3,9,2003,Trucks and Buses,122,S18_2319,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,513
6,10273,27,100,2796,21/07/2004,Shipped,3,7,2004,Vintage Cars,88,S24_3151,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,96
6,10197,45,100,5324,26/11/2003,Shipped,4,11,2003,Classic Cars,136,S10_4757,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,824
6,10371,32,100,3561,23/01/2005,Shipped,1,1,2005,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Medium,361
6,10280,21,79,1657,17/08/2004,Shipped,3,8,2004,Vintage Cars,97,S24_4258,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,-2
6,10341,32,100,3307,24/11/2004,Shipped,4,11,2004,Motorcycles,69,S24_2360,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,107
6,10299,33,66,2194,30/09/2004,Shipped,3,9,2004,Motorcycles,69,S24_2360,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,16
6,10417,36,61,2202,13/05/2005,Disputed,2,5,2005,Motorcycles,60,S18_2625,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,6
6,10164,49,100,6563,21/10/2003,Resolved,4,10,2003,Trucks and Buses,136,S12_1666,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,1663
6,10117,38,80,3028,16/04/2003,Shipped,2,4,2003,Ships,86,S700_1938,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,-12
6,10264,37,65,2409,30/06/2004,Shipped,2,6,2004,Motorcycles,69,S24_2360,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,Not Mentioned,Yoshido,Juri,Small,4
6,10228,33,100,3407,10/03/2004,Shipped,1,3,2004,Vintage Cars,97,S24_4258,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,MA,51247,USA,Not Mentioned,Tseng,Kyung,Medium,107
6,10302,48,74,3575,06/10/2003,Shipped,4,10,2003,Classic Cars,85,S24_3191,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,23
6,10339,27,76,2060,23/11/2004,Shipped,4,11,2004,Planes,49,S72_1253,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,8
6,10322,50,100,12536,04/11/2004,Shipped,4,11,2004,Vintage Cars,127,S18_2325,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,Not Mentioned,Young,Valarie,Large,7536
6,10211,22,92,2028,15/01/2004,Shipped,1,1,2004,Classic Cars,80,S24_4620,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,EMEA,Perrier,Dominique,Small,4
6,10162,38,100,4300,18/10/2003,Shipped,4,10,2003,Vintage Cars,127,S18_2325,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,Not Mentioned,USA,Not Mentioned,Brown,Julie,Medium,500
6,10325,47,65,3052,05/11/2004,Shipped,4,11,2004,Classic Cars,136,S10_4757,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,-3
6,10358,41,100,6847,10/12/2004,Shipped,4,12,2004,Vintage Cars,97,S24_4258,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2747
6,10108,33,100,5265,03/03/2003,Shipped,1,3,2003,Classic Cars,194,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,1965
6,10119,28,48,1349,28/04/2003,Shipped,2,4,2003,Planes,49,S72_1253,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,5
6,10155,23,73,1670,06/10/2003,Shipped,4,10,2003,Planes,68,S24_2841,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,-9
6,10248,36,71,2568,07/05/2004,Cancelled,2,5,2004,Ships,66,S700_1138,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Not Mentioned,Yu,Kwai,Small,12
6,10334,46,100,5815,19/11/2004,On Hold,4,11,2004,Trucks and Buses,122,S18_2319,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,1215
6,10412,30,36,1082,03/05/2005,Shipped,2,5,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2
6,10109,29,32,931,10/03/2003,Shipped,1,3,2003,Classic Cars,37,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,Not Mentioned,Hernandez,Rosa,Small,3
6,10347,21,100,4815,29/11/2004,Shipped,4,11,2004,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2715
6,10180,35,72,2521,11/11/2003,Shipped,4,11,2003,Motorcycles,69,S24_2360,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,,59000,France,EMEA,Rance,Martine,Small,1
6,10287,36,40,1427,30/08/2004,Shipped,3,8,2004,Classic Cars,37,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small,-13
6,10271,38,42,1585,20/07/2004,Shipped,3,7,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Small,-11
6,10246,49,36,1767,05/05/2004,Shipped,2,5,2004,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,3
6,10159,23,67,1543,10/10/2003,Shipped,4,10,2003,Classic Cars,80,S24_4620,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,Not Mentioned,USA,Not Mentioned,Brown,Julie,Small,2
6,10141,21,42,891,01/08/2003,Shipped,3,8,2003,Classic Cars,35,S24_2840,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,9
6,10169,24,95,2270,04/11/2003,Shipped,4,11,2003,Classic Cars,80,S24_4620,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,-10
6,10359,48,55,2625,15/12/2004,Shipped,4,12,2004,Classic Cars,136,S10_4757,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,EMEA,Henriot,Paul,Small,-15
6,10407,76,94,7182,22/04/2005,On Hold,2,4,2005,Classic Cars,90,S24_2766,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Not Mentioned,Frick,Sue,Large,38
6,10380,36,38,1350,16/02/2005,Shipped,1,2,2005,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,-18
6,10305,48,31,1511,13/10/2004,Shipped,4,10,2004,Classic Cars,35,S24_2840,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Not Mentioned,Hernandez,Marta,Small,23
6,10135,27,66,1786,02/07/2003,Shipped,3,7,2003,Classic Cars,61,S24_3371,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Small,4
6,10147,30,69,2057,05/09/2003,Shipped,3,9,2003,Classic Cars,61,S24_3371,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,Not Mentioned,Nelson,Allen,Small,-13
6,10245,38,100,5920,04/05/2004,Shipped,2,5,2004,Trucks and Buses,136,S12_1666,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Not Mentioned,Murphy,Leslie,Medium,2120
6,10381,37,100,6232,17/02/2005,Shipped,1,2,2005,Classic Cars,147,S10_4962,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,Not Mentioned,USA,Not Mentioned,Brown,Julie,Medium,2532
6,10388,44,100,5951,03/03/2005,Shipped,1,3,2005,Motorcycles,150,S12_2823,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,Not Mentioned,Benitez,Violeta,Medium,1551
6,10403,66,100,8649,08/04/2005,Shipped,2,4,2005,Motorcycles,150,S12_2823,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Large,2049
6,10396,49,100,5721,23/03/2005,Shipped,1,3,2005,Ships,122,S24_2011,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Medium,821
6,10357,41,87,3572,10/12/2004,Shipped,4,12,2004,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Medium,5
6,10315,35,100,4215,29/10/2004,Shipped,4,10,2004,Ships,122,S24_2011,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine,Medium,715
6,10198,27,72,1935,27/11/2003,Shipped,4,11,2003,Vintage Cars,65,S24_3420,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small,-9
6,10382,26,100,2708,17/02/2005,Shipped,1,2,2005,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Small,108
6,10149,49,49,2415,12/09/2003,Shipped,3,9,2003,Vintage Cars,44,S24_2022,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,Not Mentioned,Taylor,Sue,Small,14
6,10391,32,45,1448,09/03/2005,Shipped,1,3,2005,Vintage Cars,101,S18_2949,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,8
6,10142,33,100,3366,08/08/2003,Shipped,3,8,2003,Ships,122,S24_2011,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Medium,66
6,10196,24,100,3807,26/11/2003,Shipped,4,11,2003,Classic Cars,151,S12_3148,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Not Mentioned,Murphy,Leslie,Medium,1407
6,10222,43,70,3025,19/02/2004,Shipped,1,2,2004,Vintage Cars,65,S24_3420,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,Not Mentioned,Thompson,Valarie,Medium,15
6,10107,29,71,2055,24/02/2003,Shipped,1,2,2003,Motorcycles,60,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Not Mentioned,Yu,Kwai,Small,-4
6,10318,26,87,2258,02/11/2004,Shipped,4,11,2004,Motorcycles,76,S24_2000,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Not Mentioned,Yu,Kyung,Small,-4
6,10319,45,77,3478,03/11/2004,Shipped,4,11,2004,Motorcycles,81,S50_4713,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,NY,10022,USA,Not Mentioned,Kuo,Kee,Medium,13
6,10114,45,69,3090,01/04/2003,Shipped,2,4,2003,Trucks and Buses,60,S18_2432,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,EMEA,Bertrand,Marie,Medium,-15
6,10375,37,82,3029,03/02/2005,Shipped,1,2,2005,Planes,91,S700_1691,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine,Medium,-5
6,10120,22,100,2461,29/04/2003,Shipped,2,4,2003,Motorcycles,99,S32_1374,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,261
6,10282,27,100,4365,20/08/2004,Shipped,3,8,2004,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Medium,1665
6,10178,27,74,1988,08/11/2003,Shipped,4,11,2003,Vintage Cars,65,S24_3420,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,,31000,France,EMEA,Roulet,Annette,Small,-10
6,10313,27,88,2366,22/10/2004,Shipped,4,10,2004,Trucks and Buses,96,S32_1268,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Not Mentioned,Tannamuri,Yoshi,Small,-10
6,10263,34,59,1998,28/06/2004,Shipped,2,6,2004,Motorcycles,60,S18_2625,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,Not Mentioned,King,Julie,Small,-8
6,10270,28,100,4095,19/07/2004,Shipped,3,7,2004,Trucks and Buses,136,S12_1666,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,1295
6,10251,29,61,1774,18/05/2004,Shipped,2,5,2004,Motorcycles,60,S18_2625,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,NJ,94019,USA,Not Mentioned,Brown,William,Small,5
6,10261,50,81,4072,17/06/2004,Shipped,2,6,2004,Ships,99,S700_3962,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Not Mentioned,Fresnisre,Jean,Medium,22
6,10201,30,65,1944,01/12/2003,Shipped,4,12,2003,Motorcycles,60,S18_2625,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,Not Mentioned,USA,Not Mentioned,Murphy,Julie,Small,-6
6,10333,33,99,3274,18/11/2004,Shipped,4,11,2004,Trucks and Buses,136,S12_1666,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,Not Mentioned,USA,Not Mentioned,Murphy,Julie,Medium,7
6,10281,25,100,2780,19/08/2004,Shipped,3,8,2004,Trucks and Buses,127,S24_2300,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Not Mentioned,Yu,Kyung,Small,280
6,10229,48,100,5704,11/03/2004,Shipped,1,3,2004,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Medium,904
6,10134,30,62,1853,01/07/2003,Shipped,3,7,2003,Motorcycles,60,S18_2625,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,-7
6,10411,40,100,6232,01/05/2005,Shipped,2,5,2005,Trucks and Buses,136,S12_1666,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Not Mentioned,Fresnisre,Jean,Medium,2232
6,10355,44,62,2748,07/12/2004,Shipped,4,12,2004,Classic Cars,61,S24_3371,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,20
6,10378,46,42,1911,10/02/2005,Shipped,1,2,2005,Classic Cars,61,S24_3371,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,-21
6,10390,46,53,2431,04/03/2005,Shipped,1,3,2005,Classic Cars,61,S24_3371,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Small,-7
6,10398,47,88,4121,30/03/2005,Shipped,1,3,2005,Planes,91,S700_1691,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,EMEA,Henriot,Paul,Medium,-15
6,10131,29,59,1716,16/06/2003,Shipped,2,6,2003,Vintage Cars,65,S24_3420,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,Not Mentioned,Lewis,Dan,Small,5
6,10224,43,100,6088,21/02/2004,Shipped,1,2,2004,Motorcycles,150,S12_2823,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,,59000,France,EMEA,Rance,Martine,Medium,1788
6,10214,21,63,1322,26/01/2004,Shipped,1,1,2004,Vintage Cars,60,S18_2248,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,-1
6,10237,32,100,4193,05/04/2004,Shipped,2,4,2004,Motorcycles,150,S12_2823,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Not Mentioned,Frick,Michael,Medium,993
6,10175,28,100,2970,06/11/2003,Shipped,4,11,2003,Trucks and Buses,127,S24_2300,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small,170
6,10394,46,39,1789,15/03/2005,Shipped,1,3,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,-5
6,10383,47,100,6869,22/02/2005,Shipped,1,2,2005,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2169
6,10372,48,100,7032,26/01/2005,Shipped,1,1,2005,Classic Cars,143,S18_4027,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Large,2232
6,10400,58,100,7307,01/04/2005,Shipped,2,4,2005,Vintage Cars,105,S18_3856,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Not Mentioned,Frick,Sue,Large,1507
6,10172,42,100,4965,05/11/2003,Shipped,4,11,2003,Classic Cars,124,S18_1589,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,Not Mentioned,King,Julie,Medium,765
6,10226,46,100,7344,26/02/2004,Shipped,1,2,2004,Classic Cars,141,S18_3685,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,Not Mentioned,Thompson,Valarie,Large,2744
6,10212,38,100,4492,16/01/2004,Shipped,1,1,2004,Classic Cars,124,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,692
6,10127,29,71,2054,03/06/2003,Shipped,2,6,2003,Trains,62,S32_3207,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Not Mentioned,Young,Jeff,Small,-5
6,10204,45,76,3432,02/12/2003,Shipped,4,12,2003,Classic Cars,71,S18_4933,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Not Mentioned,Young,Jeff,Medium,12
6,10310,20,92,1833,16/10/2004,Shipped,4,10,2004,Classic Cars,77,S18_1889,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small,-7
6,10291,28,100,3257,08/09/2004,Shipped,3,9,2004,Classic Cars,101,S700_2824,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,457
6,10165,28,100,3338,22/10/2003,Shipped,4,10,2003,Classic Cars,143,S18_4027,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,538
6,10183,40,49,1972,13/11/2003,Shipped,4,11,2003,Vintage Cars,50,S18_4668,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,Not Mentioned,Cervantes,Francisca,Small,12
6,10340,29,100,4095,24/11/2004,Shipped,4,11,2004,Planes,118,S700_2834,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,1195
6,10321,44,100,4490,04/11/2004,Shipped,4,11,2004,Classic Cars,124,S18_1589,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,Not Mentioned,Benitez,Violeta,Medium,90
6,10259,40,44,1753,15/06/2004,Shipped,2,6,2004,Trucks and Buses,54,S32_2509,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,-7
6,10148,25,60,1506,11/09/2003,Shipped,3,9,2003,Classic Cars,73,S24_1046,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,6
6,10401,62,78,4819,03/04/2005,On Hold,2,4,2005,Vintage Cars,68,S32_4289,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,NJ,94019,USA,Not Mentioned,Brown,William,Medium,-17
6,10150,30,43,1283,19/09/2003,Shipped,3,9,2003,Vintage Cars,50,S18_4668,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,-7
6,10253,40,100,6774,01/06/2004,Cancelled,2,6,2004,Classic Cars,169,S18_3232,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,2774
6,10194,26,89,2314,25/11/2003,Shipped,4,11,2003,Classic Cars,101,S700_2824,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,EMEA,Saveley,Mary,Small,0
6,10173,43,100,5036,05/11/2003,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,736
6,10232,22,100,3606,20/03/2004,Shipped,1,3,2004,Vintage Cars,136,S18_3140,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,1406
6,10311,26,87,2274,16/10/2004,Shipped,4,10,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,12
6,10262,33,91,2995,24/06/2004,Cancelled,2,6,2004,Planes,99,S700_2466,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,-8
6,10163,43,100,4991,20/10/2003,Shipped,4,10,2003,Vintage Cars,99,S18_3320,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,NY,10022,USA,Not Mentioned,Hernandez,Maria,Medium,691
6,10308,31,100,4009,15/10/2004,Shipped,4,10,2004,Planes,118,S700_2834,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Not Mentioned,Frick,Steve,Medium,909
6,10370,29,58,1668,20/01/2005,Shipped,1,1,2005,Trucks and Buses,121,S18_4600,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,-14
6,10386,22,58,1266,01/03/2005,Resolved,1,3,2005,Vintage Cars,105,S18_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,-10
6,10373,50,60,3024,31/01/2005,Shipped,1,1,2005,Vintage Cars,105,S18_3856,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,24
6,10377,36,100,4353,09/02/2005,Shipped,1,2,2005,Classic Cars,142,S18_1984,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,753
6,10186,46,100,4919,14/11/2003,Shipped,4,11,2003,Vintage Cars,105,S18_3856,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium,319
6,10210,25,100,2818,12/01/2004,Shipped,1,1,2004,Planes,118,S700_2834,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,318
6,10167,34,100,3600,23/10/2003,Cancelled,4,10,2003,Vintage Cars,105,S18_3856,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,200
6,10139,49,43,2113,16/07/2003,Shipped,3,7,2003,Vintage Cars,53,S18_1367,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,6
6,10193,46,53,2455,21/11/2003,Shipped,4,11,2003,Vintage Cars,53,S18_1367,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,17
6,10244,20,58,1164,29/04/2004,Shipped,2,4,2004,Vintage Cars,53,S18_1367,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,4
